NE Name,Shelf,Slot,Port,Port Name,ONTs
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,10,TRK XI0964 (ITAGU-96-04-CO2),29
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,11,TRK XI0974 (ITAGU-97-04-CO2),26
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,12,TRK XI0984 (ITAGU-98-04-CO2),18
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,13,TRK XI0994 (ITAGU-99-04-CO2),27
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,14,TRK XI1004 (ITAGU-100-04-CO2),19
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,15,TRK XI1014 (ITAGU-101-04-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,16,TRK XI1024 (ITAGU-102-04-CO2),27
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,1,TRK XI1034 (ITAGU-103-04-CO2),12
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,2,TRK XI1044 (ITAGU-104-04-CO2),37
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,3,TRK XI1431 (ITAGU-143-01-CO2),14
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,4,TRK XI1223 (ITAGU-122-03-CO2),25
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,5,TRK XI1074 (ITAGU-107-04-CO2),28
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,6,TRK XI1084 (ITAGU-108-04-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,7,TRK XI1094 (ITAGU-109-04-CO2),19
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,8,TRK XI1574 (ITAGU-157-04-CO2),12
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,9,TRK XI1584 (ITAGU-158-04-CO2),36
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,10,TRK XI1594 (ITAGU-159-04-CO2),19
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,11,TRK XI1625 (ITAGU-162-05-CO2),19
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,12,TRK XI1614 (ITAGU-161-04-CO2),20
